C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_31_964.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_31_964.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_31_964.jpg, 0, 0, 0, 7.887583E-05
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_32_071.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_32_071.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_32_071.jpg, 0, 0, 0, 7.964025E-05
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_32_177.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_32_177.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_32_177.jpg, 0, 0, 0, 8.458521E-05
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_32_284.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_32_284.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_32_284.jpg, 0, 0, 0, 8.099328E-05
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_32_384.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_32_384.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_32_384.jpg, 0, 0, 0, 7.890168E-05
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_32_486.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_32_486.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_32_486.jpg, 0, 0, 0, 7.938911E-05
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_32_592.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_32_592.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_32_592.jpg, 0, 0, 0, 7.930924E-05
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_32_692.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_32_692.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_32_692.jpg, 0, 0, 0, 7.818258E-05
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_32_792.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_32_792.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_32_792.jpg, 0, 0, 0, 8.246164E-05
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_32_897.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_32_897.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_32_897.jpg, 0, 0, 0, 7.965145E-05
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_33_003.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_33_003.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_33_003.jpg, 0, 0, 0, 7.944929E-05
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_33_105.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_33_105.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_33_105.jpg, 0, 0.3056466, 0, 0.2207109
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_33_206.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_33_206.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_33_206.jpg, 0, 0.6076826, 0, 0.7874913
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_33_311.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_33_311.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_33_311.jpg, 0, 0.9028052, 0, 1.74213
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_33_417.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_33_417.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_33_417.jpg, -0.318039, 1, 0, 2.899788
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_33_524.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_33_524.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_33_524.jpg, -0.02258881, 1, 0, 4.311174
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_33_625.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_33_625.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_33_625.jpg, 0, 1, 0, 5.472899
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_33_731.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_33_731.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_33_731.jpg, 0, 1, 0, 6.624372
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_33_835.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_33_835.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_33_835.jpg, -0.0802059, 1, 0, 7.763486
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_33_935.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_33_935.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_33_935.jpg, -0.3628035, 1, 0, 8.856958
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_34_038.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_34_038.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_34_038.jpg, -0.5310171, 1, 0, 9.900006
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_34_139.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_34_139.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_34_139.jpg, -0.2258034, 1, 0, 11.01704
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_34_242.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_34_242.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_34_242.jpg, 0, 1, 0, 11.91375
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_34_344.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_34_344.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_34_344.jpg, 0, 1, 0, 13.30346
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_34_450.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_34_450.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_34_450.jpg, -0.2179767, 1, 0, 14.54945
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_34_558.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_34_558.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_34_558.jpg, -0.5334162, 1, 0, 15.26876
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_34_660.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_34_660.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_34_660.jpg, -0.2269452, 1, 0, 16.55682
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_34_764.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_34_764.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_34_764.jpg, 0, 1, 0, 17.7862
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_34_869.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_34_869.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_34_869.jpg, -0.0782085, 1, 0, 18.64066
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_34_975.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_34_975.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_34_975.jpg, -0.364611, 1, 0, 19.75018
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_35_080.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_35_080.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_35_080.jpg, -0.1071492, 1, 0, 20.64297
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_35_187.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_35_187.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_35_187.jpg, 0, 1, 0, 21.85023
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_35_295.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_35_295.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_35_295.jpg, -0.0887292, 1, 0, 22.87583
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_35_401.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_35_401.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_35_401.jpg, -0.4102326, 1, 0, 23.75311
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_35_510.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_35_510.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_35_510.jpg, -0.1154085, 1, 0, 24.8865
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_35_618.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_35_618.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_35_618.jpg, -0.1106577, 1, 0, 25.83533
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_35_719.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_35_719.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_35_719.jpg, -0.2519901, 1, 0, 26.74407
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_35_819.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_35_819.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_35_819.jpg, -0.05380199, 1, 0, 27.68522
C:\Users\Jure\OneDrive\Namizje\Data\IMG\center_2023_12_10_13_55_35_927.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\left_2023_12_10_13_55_35_927.jpg, C:\Users\Jure\OneDrive\Namizje\Data\IMG\right_2023_12_10_13_55_35_927.jpg, 0, 1, 0, 28.7964
